timestamp,classification,head.x,head.y,head.z,leftShoulder.x,leftShoulder.y,leftShoulder.z,leftElbow.x,leftElbow.y,leftElbow.z,leftWrist.x,leftWrist.y,leftWrist.z,leftHand.x,leftHand.y,leftHand.z,leftFingerTip.x,leftFingerTip.y,leftFingerTip.z,leftHip.x,leftHip.y,leftHip.z,leftKnee.x,leftKnee.y,leftKnee.z,leftAnkle.x,leftAnkle.y,leftAnkle.z,leftFoot.x,leftFoot.y,leftFoot.z,rightShoulder.x,rightShoulder.y,rightShoulder.z,rightElbow.x,rightElbow.y,rightElbow.z,rightWrist.x,rightWrist.y,rightWrist.z,rightHand.x,rightHand.y,rightHand.z,rightFingerTip.x,rightFingerTip.y,rightFingerTip.z,rightHip.x,rightHip.y,rightHip.z,rightKnee.x,rightKnee.y,rightKnee.z,rightAnkle.x,rightAnkle.y,rightAnkle.z,rightFoot.x,rightFoot.y,rightFoot.z,spine.x,spine.y,spine.z,shoulderCenter.x,shoulderCenter.y,shoulderCenter.z,leftThumb.x,leftThumb.y,leftThumb.z,rightThumb.x,rightThumb.y,rightThumb.z,ballX,ballY,labels
1.47863E+12,free_gestures,-0.054806665,0.731069565,3.149352312,-0.215924889,0.509996116,3.181894541,-0.267333955,0.242256373,3.248268366,-0.27993533,0.005160182,3.268991947,-0.278209329,0.012482082,3.269903898,-0.266211092,-0.065222949,3.281674147,-0.142874822,0.066489547,3.345864058,-0.149126679,-0.175017774,3.455537558,-0.157101974,-0.473274082,3.596786261,-0.146133795,-0.545726538,3.489830494,0.100030437,0.507659435,3.212516069,0.135083318,0.231723249,3.291660547,0.15256533,-0.001506473,3.331870317,0.130881801,-0.047956053,3.344321489,0.113454081,-0.090726331,3.369419336,-0.000571681,0.069836199,3.360308647,0.007286387,-0.152729511,3.488273621,0.0218549,-0.405523956,3.728805065,0.031195737,-0.478713006,3.621730089,-0.067771867,0.345333189,3.300970078,-0.064172044,0.548923314,3.229875088,-0.317269772,0.020195061,3.246500015,0.105758458,-0.03108922,3.321249962,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.054806665,0.731069565,3.149352312,-0.215924889,0.509996116,3.181894541,-0.267333955,0.242256373,3.248268366,-0.27993533,0.005160182,3.268991947,-0.278209329,0.012482082,3.269903898,-0.266211092,-0.065222949,3.281674147,-0.142874822,0.066489547,3.345864058,-0.149126679,-0.175017774,3.455537558,-0.157101974,-0.473274082,3.596786261,-0.146133795,-0.545726538,3.489830494,0.100030437,0.507659435,3.212516069,0.135083318,0.231723249,3.291660547,0.15256533,-0.001506473,3.331870317,0.130881801,-0.047956053,3.344321489,0.113454081,-0.090726331,3.369419336,-0.000571681,0.069836199,3.360308647,0.007286387,-0.152729511,3.488273621,0.0218549,-0.405523956,3.728805065,0.031195737,-0.478713006,3.621730089,-0.067771867,0.345333189,3.300970078,-0.064172044,0.548923314,3.229875088,-0.317269772,0.020195061,3.246500015,0.105758458,-0.03108922,3.321249962,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.060685363,0.728291392,3.146198988,-0.218996495,0.507287443,3.176987886,-0.272438645,0.237372011,3.241046906,-0.284911394,8.14749E-05,3.260323763,-0.284793019,0.014287997,3.258056402,-0.277300119,-0.064357385,3.281051397,-0.149553284,0.062061548,3.337796688,-0.150968432,-0.175843269,3.450685501,-0.158451036,-0.47285217,3.59619236,-0.147587314,-0.545250714,3.489161015,0.093907945,0.504169226,3.207040548,0.132194683,0.229462117,3.287497997,0.145010397,-0.004904127,3.323888302,0.12139979,-0.05244682,3.336978197,0.116086096,-0.087307677,3.356753111,-0.00721223,0.066586718,3.352830648,0.00289494,-0.157104567,3.479913235,0.021618482,-0.406316906,3.725697279,0.030844256,-0.47943902,3.618547678,-0.074730463,0.34199217,3.294366598,-0.071259595,0.545969963,3.224188089,-0.314399183,0.018436518,3.225296259,0.093875229,-0.034808923,3.31490922,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.060685363,0.728291392,3.146198988,-0.218996495,0.507287443,3.176987886,-0.272438645,0.237372011,3.241046906,-0.284911394,8.14749E-05,3.260323763,-0.284793019,0.014287997,3.258056402,-0.277300119,-0.064357385,3.281051397,-0.149553284,0.062061548,3.337796688,-0.150968432,-0.175843269,3.450685501,-0.158451036,-0.47285217,3.59619236,-0.147587314,-0.545250714,3.489161015,0.093907945,0.504169226,3.207040548,0.132194683,0.229462117,3.287497997,0.145010397,-0.004904127,3.323888302,0.12139979,-0.05244682,3.336978197,0.116086096,-0.087307677,3.356753111,-0.00721223,0.066586718,3.352830648,0.00289494,-0.157104567,3.479913235,0.021618482,-0.406316906,3.725697279,0.030844256,-0.47943902,3.618547678,-0.074730463,0.34199217,3.294366598,-0.071259595,0.545969963,3.224188089,-0.314399183,0.018436518,3.225296259,0.093875229,-0.034808923,3.31490922,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.067008853,0.726787627,3.14391923,-0.227263168,0.503920615,3.170012951,-0.279056191,0.233996645,3.234503746,-0.293459088,-0.003792383,3.248569727,-0.294715255,-0.03538733,3.256007433,-0.286888599,-0.069759794,3.254380226,-0.155418143,0.057378117,3.332510948,-0.152873144,-0.176643968,3.445226908,-0.159281194,-0.471921861,3.594930172,-0.14815478,-0.544277966,3.487879992,0.087888435,0.4998537,3.20126152,0.122815683,0.225579724,3.276553869,0.137837321,-0.008577242,3.313307524,0.115307547,-0.056750979,3.321545362,0.105948061,-0.092590101,3.326253176,-0.013398929,0.062771678,3.345913649,0.003400953,-0.158023193,3.454833508,0.021113576,-0.405333221,3.711366177,0.030597659,-0.478400886,3.604198933,-0.080923699,0.33816883,3.289051294,-0.077521846,0.542505562,3.219483376,-0.314578652,-0.025918839,3.227900028,0.089525595,-0.047628775,3.309416771,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.074449912,0.723615766,3.138840199,-0.235714242,0.501976788,3.163745403,-0.286421001,0.235566273,3.225935936,-0.296496868,-0.002312167,3.241536617,-0.300049037,0.006623327,3.240570068,-0.290081978,-0.072785437,3.256934643,-0.157737613,0.054994144,3.328744888,-0.153478444,-0.178355098,3.440737486,-0.16215001,-0.476665825,3.597821474,-0.150924653,-0.549050331,3.490856886,0.081929974,0.497320235,3.195725679,0.111358806,0.213578478,3.26869607,0.130722001,-0.020613326,3.303539276,0.107542701,-0.065610558,3.319530249,0.100366019,-0.098870039,3.332820177,-0.016585242,0.060561359,3.340592146,0.000192599,-0.163334727,3.445255756,0.017826157,-0.40155372,3.690410614,0.027412727,-0.474701941,3.583321095,-0.087857716,0.334801584,3.282911301,-0.088840008,0.538180351,3.211917877,-0.331566066,0.008077607,3.208699942,0.081890881,-0.055104196,3.305999994,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.074449912,0.723615766,3.138840199,-0.235714242,0.501976788,3.163745403,-0.286421001,0.235566273,3.225935936,-0.296496868,-0.002312167,3.241536617,-0.300049037,0.006623327,3.240570068,-0.290081978,-0.072785437,3.256934643,-0.157737613,0.054994144,3.328744888,-0.153478444,-0.178355098,3.440737486,-0.16215001,-0.476665825,3.597821474,-0.150924653,-0.549050331,3.490856886,0.081929974,0.497320235,3.195725679,0.111358806,0.213578478,3.26869607,0.130722001,-0.020613326,3.303539276,0.107542701,-0.065610558,3.319530249,0.100366019,-0.098870039,3.332820177,-0.016585242,0.060561359,3.340592146,0.000192599,-0.163334727,3.445255756,0.017826157,-0.40155372,3.690410614,0.027412727,-0.474701941,3.583321095,-0.087857716,0.334801584,3.282911301,-0.088840008,0.538180351,3.211917877,-0.331566066,0.008077607,3.208699942,0.081890881,-0.055104196,3.305999994,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.081124067,0.721845746,3.13416934,-0.240208343,0.498971343,3.157644272,-0.291876853,0.23167786,3.222270966,-0.301184684,-0.006298049,3.237264156,-0.303086281,0.006006205,3.240396023,-0.296312779,-0.066908322,3.260155439,-0.162412301,0.052380316,3.322987318,-0.160906866,-0.181713402,3.436486721,-0.163266301,-0.477275133,3.597057343,-0.151670292,-0.549638867,3.490127563,0.075929724,0.496561289,3.190154552,0.110076942,0.217873201,3.26403904,0.123265922,-0.017430283,3.295512438,0.100228906,-0.06446448,3.305614233,0.083001137,-0.104552768,3.320087671,-0.020210745,0.05849411,3.33750844,-0.003293893,-0.170887381,3.429787874,0.019631106,-0.402603358,3.681576014,0.029561374,-0.475719333,3.57452178,-0.094222218,0.333389103,3.277929306,-0.09625452,0.537755609,3.206742525,-0.340310365,0.011265636,3.205411434,0.077947699,-0.052609511,3.290215015,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.086543664,0.720451415,3.128805399,-0.243009463,0.496791303,3.151172161,-0.297899127,0.229509801,3.217675924,-0.303380311,-0.00830489,3.235229254,-0.311125696,0.001345223,3.237823009,-0.309325099,-0.074251272,3.256371975,-0.16721192,0.051338028,3.316185236,-0.168169409,-0.189763114,3.435642719,-0.163764417,-0.479097694,3.596717596,-0.150758043,-0.551326156,3.489872694,0.072430313,0.495946407,3.187761545,0.108030587,0.217408404,3.262040377,0.115910828,-0.01963912,3.284413338,0.095412418,-0.02983512,3.285540342,0.09151946,-0.093351893,3.298921347,-0.024361242,0.055724222,3.332268953,-0.003295854,-0.179706991,3.407574654,0.022331314,-0.412470073,3.676861525,0.033643007,-0.485375613,3.569900274,-0.096600696,0.332269281,3.273352861,-0.097215556,0.537095666,3.203120232,-0.342460304,0.014469096,3.209926128,0.065473035,-0.03438865,3.277250051,1317.65625,392.4487793,0
1.47863E+12,free_gestures,-0.086543664,0.720451415,3.128805399,-0.243009463,0.496791303,3.151172161,-0.297899127,0.229509801,3.217675924,-0.303380311,-0.00830489,3.235229254,-0.311125696,0.001345223,3.237823009,-0.309325099,-0.074251272,3.256371975,-0.16721192,0.051338028,3.316185236,-0.168169409,-0.189763114,3.435642719,-0.163764417,-0.479097694,3.596717596,-0.150758043,-0.551326156,3.489872694,0.072430313,0.495946407,3.187761545,0.108030587,0.217408404,3.262040377,0.115910828,-0.01963912,3.284413338,0.095412418,-0.02983512,3.285540342,0.09151946,-0.093351893,3.298921347,-0.024361242,0.055724222,3.332268953,-0.003295854,-0.179706991,3.407574654,0.022331314,-0.412470073,3.676861525,0.033643007,-0.485375613,3.569900274,-0.096600696,0.332269281,3.273352861,-0.097215556,0.537095666,3.203120232,-0.342460304,0.014469096,3.209926128,0.065473035,-0.03438865,3.277250051,1317.65625,392.4487793,0
