timestamp,classification,head.x,head.y,head.z,leftShoulder.x,leftShoulder.y,leftShoulder.z,leftElbow.x,leftElbow.y,leftElbow.z,leftWrist.x,leftWrist.y,leftWrist.z,leftHand.x,leftHand.y,leftHand.z,leftFingerTip.x,leftFingerTip.y,leftFingerTip.z,leftHip.x,leftHip.y,leftHip.z,leftKnee.x,leftKnee.y,leftKnee.z,leftAnkle.x,leftAnkle.y,leftAnkle.z,leftFoot.x,leftFoot.y,leftFoot.z,rightShoulder.x,rightShoulder.y,rightShoulder.z,rightElbow.x,rightElbow.y,rightElbow.z,rightWrist.x,rightWrist.y,rightWrist.z,rightHand.x,rightHand.y,rightHand.z,rightFingerTip.x,rightFingerTip.y,rightFingerTip.z,rightHip.x,rightHip.y,rightHip.z,rightKnee.x,rightKnee.y,rightKnee.z,rightAnkle.x,rightAnkle.y,rightAnkle.z,rightFoot.x,rightFoot.y,rightFoot.z,spine.x,spine.y,spine.z,shoulderCenter.x,shoulderCenter.y,shoulderCenter.z,leftThumb.x,leftThumb.y,leftThumb.z,rightThumb.x,rightThumb.y,rightThumb.z,ballX,ballY,label
1.47863E+12,free_gestures,-0.00678506,0.332891941,2.139653206,-0.186569303,0.152742535,2.194802523,-0.247101232,-0.051819276,2.24002552,-0.062334735,-0.134182453,2.069600821,-0.051183023,-0.145312667,2.037506342,-0.035036955,-0.165509,2.015304804,-0.064079337,-0.311100304,2.30105114,-0.106625713,-0.576052189,2.414464951,-0.114900403,-0.897388101,2.639029503,-0.117365442,-0.966303349,2.524417639,0.172407418,0.151114449,2.180718184,0.222816095,-0.055246454,2.213868856,0.014905498,-0.147159979,2.081095457,-0.041098721,-0.153485864,2.041108131,-0.071882889,-0.155124754,2.016525507,0.073010311,-0.308575004,2.298340559,0.13600786,-0.579794824,2.397476912,0.182579637,-0.911918938,2.617919207,0.171797574,-0.993903756,2.599649429,-0.00036607,-0.033718407,2.257356644,-0.003825807,0.172800079,2.188784599,-0.067000128,-0.164334461,2.004611254,-0.039781511,-0.123120531,2.017818451,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.003233372,0.334478617,2.141342163,-0.175822556,0.155906945,2.196652412,-0.238322988,-0.049951583,2.241913795,-0.058942679,-0.134915158,2.066909075,-0.037107527,-0.146637663,2.038700104,-0.01559949,-0.168901324,2.019981384,-0.055341326,-0.308893889,2.303608179,-0.10145504,-0.576868236,2.413676977,-0.113209762,-0.898897111,2.638189554,-0.116787702,-0.967776716,2.523633003,0.182053387,0.152876064,2.179165363,0.233071536,-0.054356262,2.213558674,0.015236361,-0.121612422,2.081813574,-0.035665896,-0.144484803,2.041982889,-0.068398342,-0.147368297,2.022497416,0.079076447,-0.307395339,2.299096346,0.141874611,-0.577880204,2.400668859,0.1839412,-0.907444775,2.623816967,0.17339617,-0.991033554,2.591455221,0.008966583,-0.032115784,2.258916378,0.006899163,0.174240366,2.190283775,-0.054369576,-0.164429933,2.007227182,-0.064408623,-0.11753054,2.046000004,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.003233372,0.334478617,2.141342163,-0.175822556,0.155906945,2.196652412,-0.238322988,-0.049951583,2.241913795,-0.058942679,-0.134915158,2.066909075,-0.037107527,-0.146637663,2.038700104,-0.01559949,-0.168901324,2.019981384,-0.055341326,-0.308893889,2.303608179,-0.10145504,-0.576868236,2.413676977,-0.113209762,-0.898897111,2.638189554,-0.116787702,-0.967776716,2.523633003,0.182053387,0.152876064,2.179165363,0.233071536,-0.054356262,2.213558674,0.015236361,-0.121612422,2.081813574,-0.035665896,-0.144484803,2.041982889,-0.068398342,-0.147368297,2.022497416,0.079076447,-0.307395339,2.299096346,0.141874611,-0.577880204,2.400668859,0.1839412,-0.907444775,2.623816967,0.17339617,-0.991033554,2.591455221,0.008966583,-0.032115784,2.258916378,0.006899163,0.174240366,2.190283775,-0.054369576,-0.164429933,2.007227182,-0.064408623,-0.11753054,2.046000004,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.014618788,0.335723519,2.141857624,-0.164184704,0.15527077,2.198603868,-0.225894108,-0.046752606,2.246272802,-0.026360521,-0.127093032,2.093338013,0.007019383,-0.149357393,2.065943956,0.006435263,-0.175509587,2.032204866,-0.048895821,-0.30841288,2.30483079,-0.097184025,-0.577391148,2.411999702,-0.111164175,-0.89922893,2.636624098,-0.115609385,-0.968090773,2.522121668,0.193982989,0.152264103,2.178198814,0.249346599,-0.053051732,2.212217808,0.042001024,-0.152621835,2.084385395,-0.011031117,-0.157633767,2.043542147,-0.041400585,-0.162167072,2.012815714,0.086248539,-0.307827681,2.299093962,0.151518777,-0.580883205,2.410845757,0.183977425,-0.90588671,2.624870777,0.18217434,-0.989728808,2.594857454,0.018891241,-0.03179099,2.259239912,0.019192014,0.174808323,2.19026494,-0.026258349,-0.131381422,2.013555765,-0.001133697,-0.124795295,2.046000004,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.027393265,0.335953146,2.142491341,-0.15125373,0.155618474,2.201679945,-0.212318957,-0.04875404,2.249459267,-0.022153117,-0.133146897,2.086643696,-0.020373516,-0.152028158,2.043105841,-0.005244596,-0.178493589,2.011475325,-0.034866765,-0.307620049,2.309244871,-0.093691736,-0.579792082,2.410849333,-0.108990759,-0.900769591,2.634772301,-0.114483193,-0.969629526,2.520386457,0.207093894,0.1529461,2.177657604,0.260950148,-0.056332428,2.212658882,0.05040754,-0.150796786,2.086191893,-0.001868421,-0.160798907,2.045630217,-0.031560827,-0.167810276,2.01839757,0.098995566,-0.307603717,2.301090717,0.156567156,-0.580147684,2.416625023,0.183859915,-0.905364931,2.627893925,0.192616209,-0.988539457,2.598360062,0.03281571,-0.031211277,2.26126647,0.032939475,0.175397396,2.191458225,-0.044790994,-0.163521081,2.013583422,-0.00805657,-0.130638182,2.029631615,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.027393265,0.335953146,2.142491341,-0.15125373,0.155618474,2.201679945,-0.212318957,-0.04875404,2.249459267,-0.022153117,-0.133146897,2.086643696,-0.020373516,-0.152028158,2.043105841,-0.005244596,-0.178493589,2.011475325,-0.034866765,-0.307620049,2.309244871,-0.093691736,-0.579792082,2.410849333,-0.108990759,-0.900769591,2.634772301,-0.114483193,-0.969629526,2.520386457,0.207093894,0.1529461,2.177657604,0.260950148,-0.056332428,2.212658882,0.05040754,-0.150796786,2.086191893,-0.001868421,-0.160798907,2.045630217,-0.031560827,-0.167810276,2.01839757,0.098995566,-0.307603717,2.301090717,0.156567156,-0.580147684,2.416625023,0.183859915,-0.905364931,2.627893925,0.192616209,-0.988539457,2.598360062,0.03281571,-0.031211277,2.26126647,0.032939475,0.175397396,2.191458225,-0.044790994,-0.163521081,2.013583422,-0.00805657,-0.130638182,2.029631615,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.039461005,0.335683316,2.142261028,-0.137495115,0.15508078,2.202216387,-0.199323639,-0.051431376,2.252988577,-0.02444452,-0.143393055,2.07710743,-0.00169635,-0.161683947,2.047079563,0.019327436,-0.187737003,2.024053335,-0.02801097,-0.307816595,2.311853647,-0.087877564,-0.583574414,2.410542965,-0.10649433,-0.901661575,2.631498098,-0.112884313,-0.970525801,2.517230511,0.218792096,0.15151462,2.1755023,0.271186978,-0.058118053,2.212858915,0.055598646,-0.144770071,2.089448452,0.003887831,-0.162806287,2.049699306,-0.032849073,-0.17693235,2.030559301,0.105437681,-0.308616698,2.302988529,0.161575064,-0.581100821,2.42358613,0.184178755,-0.904650331,2.630483866,0.198379651,-0.986944914,2.602343798,0.04233643,-0.0317703,2.262324572,0.044956014,0.174896762,2.191360235,-0.028200656,-0.175497487,2.011363506,-0.023001757,-0.131005406,2.033769131,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.039461005,0.335683316,2.142261028,-0.137495115,0.15508078,2.202216387,-0.199323639,-0.051431376,2.252988577,-0.02444452,-0.143393055,2.07710743,-0.00169635,-0.161683947,2.047079563,0.019327436,-0.187737003,2.024053335,-0.02801097,-0.307816595,2.311853647,-0.087877564,-0.583574414,2.410542965,-0.10649433,-0.901661575,2.631498098,-0.112884313,-0.970525801,2.517230511,0.218792096,0.15151462,2.1755023,0.271186978,-0.058118053,2.212858915,0.055598646,-0.144770071,2.089448452,0.003887831,-0.162806287,2.049699306,-0.032849073,-0.17693235,2.030559301,0.105437681,-0.308616698,2.302988529,0.161575064,-0.581100821,2.42358613,0.184178755,-0.904650331,2.630483866,0.198379651,-0.986944914,2.602343798,0.04233643,-0.0317703,2.262324572,0.044956014,0.174896762,2.191360235,-0.028200656,-0.175497487,2.011363506,-0.023001757,-0.131005406,2.033769131,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.054033533,0.335351348,2.14176774,-0.124469809,0.153547227,2.204471588,-0.190129146,-0.051849559,2.258032084,-0.021677576,-0.143272296,2.094815969,0.006616386,-0.166931286,2.052585125,0.031343717,-0.194836065,2.022639036,-0.016859395,-0.307921767,2.317372799,-0.078329772,-0.582666576,2.404811382,-0.103839122,-0.904944181,2.628240347,-0.111277327,-0.973823547,2.51416707,0.230603889,0.14962098,2.174372911,0.285556942,-0.060775388,2.212971449,0.068189017,-0.147780001,2.093161345,0.013940261,-0.169319019,2.055019379,-0.026240168,-0.177392095,2.035702944,0.115449801,-0.310079992,2.307038546,0.168516725,-0.580327034,2.43173933,0.187158257,-0.903900206,2.634410143,0.20189625,-0.986157358,2.605747461,0.056564614,-0.03210583,2.264687777,0.061933298,0.17498149,2.191733837,-0.023572864,-0.177203864,2.020315647,-0.013633393,-0.141197234,2.056499958,1898.406372,1435.677685,0
1.47863E+12,free_gestures,0.054033533,0.335351348,2.14176774,-0.124469809,0.153547227,2.204471588,-0.190129146,-0.051849559,2.258032084,-0.021677576,-0.143272296,2.094815969,0.006616386,-0.166931286,2.052585125,0.031343717,-0.194836065,2.022639036,-0.016859395,-0.307921767,2.317372799,-0.078329772,-0.582666576,2.404811382,-0.103839122,-0.904944181,2.628240347,-0.111277327,-0.973823547,2.51416707,0.230603889,0.14962098,2.174372911,0.285556942,-0.060775388,2.212971449,0.068189017,-0.147780001,2.093161345,0.013940261,-0.169319019,2.055019379,-0.026240168,-0.177392095,2.035702944,0.115449801,-0.310079992,2.307038546,0.168516725,-0.580327034,2.43173933,0.187158257,-0.903900206,2.634410143,0.20189625,-0.986157358,2.605747461,0.056564614,-0.03210583,2.264687777,0.061933298,0.17498149,2.191733837,-0.023572864,-0.177203864,2.020315647,-0.013633393,-0.141197234,2.056499958,1898.406372,1435.677685,0
