timestamp,classification,head.x,head.y,head.z,leftShoulder.x,leftShoulder.y,leftShoulder.z,leftElbow.x,leftElbow.y,leftElbow.z,leftWrist.x,leftWrist.y,leftWrist.z,leftHand.x,leftHand.y,leftHand.z,leftFingerTip.x,leftFingerTip.y,leftFingerTip.z,leftHip.x,leftHip.y,leftHip.z,leftKnee.x,leftKnee.y,leftKnee.z,leftAnkle.x,leftAnkle.y,leftAnkle.z,leftFoot.x,leftFoot.y,leftFoot.z,rightShoulder.x,rightShoulder.y,rightShoulder.z,rightElbow.x,rightElbow.y,rightElbow.z,rightWrist.x,rightWrist.y,rightWrist.z,rightHand.x,rightHand.y,rightHand.z,rightFingerTip.x,rightFingerTip.y,rightFingerTip.z,rightHip.x,rightHip.y,rightHip.z,rightKnee.x,rightKnee.y,rightKnee.z,rightAnkle.x,rightAnkle.y,rightAnkle.z,rightFoot.x,rightFoot.y,rightFoot.z,spine.x,spine.y,spine.z,shoulderCenter.x,shoulderCenter.y,shoulderCenter.z,leftThumb.x,leftThumb.y,leftThumb.z,rightThumb.x,rightThumb.y,rightThumb.z,ballX,ballY,label
1.47863E+12,free_gestures,0.090912119,0.396781445,2.313126802,-0.093572147,0.220637843,2.360687494,-0.16983217,0.012110844,2.407693624,0.04987796,-0.083926611,2.302784681,0.124368623,-0.115875386,2.287214041,0.160142407,-0.126824155,2.278008223,0.036796186,-0.238357827,2.478053331,-0.017134253,-0.50681746,2.590743542,-0.021672606,-0.830416679,2.804686308,-0.010238648,-0.900765598,2.690170288,0.254310042,0.231685296,2.394239664,0.321142286,0.027910048,2.459902525,0.155104443,-0.097500101,2.297326565,0.13924855,-0.117732525,2.288104534,0.111532427,-0.151812091,2.271786213,0.165714473,-0.235007972,2.493340254,0.205227926,-0.477927983,2.601312637,0.232264698,-0.817961335,2.839485168,0.272697449,-0.89149636,2.822160721,0.093813024,0.036527574,2.438476801,0.087720342,0.239792287,2.366274118,0.128073961,-0.084309526,2.259286404,0.116222285,-0.088882774,2.269238234,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.096374512,0.397294223,2.313596964,-0.08925806,0.222011417,2.362563848,-0.163407862,0.012950134,2.411889791,0.048131533,-0.096469298,2.303072214,0.124334507,-0.118255168,2.290683508,0.16179654,-0.126580432,2.283243895,0.037825324,-0.238013133,2.479333162,-0.014159746,-0.507123411,2.593341589,-0.021093341,-0.830557704,2.805326939,-0.010181112,-0.900950551,2.690784216,0.254748523,0.231783196,2.39428854,0.325121641,0.026466928,2.459694624,0.182465702,-0.092583209,2.319661856,0.147873655,-0.114114381,2.292062521,0.118021809,-0.146950051,2.264071226,0.166600823,-0.23527652,2.493232965,0.209848151,-0.513487339,2.631125212,0.232689321,-0.814956367,2.838206768,0.271240234,-0.886958778,2.829886913,0.097635433,0.03659261,2.438941717,0.094636261,0.239923581,2.366556168,0.136988655,-0.085607752,2.263623476,0.123474047,-0.086989507,2.272807837,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.096374512,0.397294223,2.313596964,-0.08925806,0.222011417,2.362563848,-0.163407862,0.012950134,2.411889791,0.048131533,-0.096469298,2.303072214,0.124334507,-0.118255168,2.290683508,0.16179654,-0.126580432,2.283243895,0.037825324,-0.238013133,2.479333162,-0.014159746,-0.507123411,2.593341589,-0.021093341,-0.830557704,2.805326939,-0.010181112,-0.900950551,2.690784216,0.254748523,0.231783196,2.39428854,0.325121641,0.026466928,2.459694624,0.182465702,-0.092583209,2.319661856,0.147873655,-0.114114381,2.292062521,0.118021809,-0.146950051,2.264071226,0.166600823,-0.23527652,2.493232965,0.209848151,-0.513487339,2.631125212,0.232689321,-0.814956367,2.838206768,0.271240234,-0.886958778,2.829886913,0.097635433,0.03659261,2.438941717,0.094636261,0.239923581,2.366556168,0.136988655,-0.085607752,2.263623476,0.123474047,-0.086989507,2.272807837,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.100929193,0.396990508,2.31363821,-0.085831217,0.222681701,2.364256382,-0.161236763,0.014900317,2.413578987,0.054801818,-0.092886128,2.313086987,0.101719871,-0.108840458,2.295911312,0.159323439,-0.130998641,2.27421236,0.040534291,-0.237377837,2.480223656,-0.013511995,-0.506856441,2.593992949,-0.02087431,-0.83039397,2.805510283,-0.013425742,-0.900917292,2.690706015,0.274273306,0.228776991,2.38635993,0.32815057,0.026382037,2.459084749,0.166188449,-0.102757238,2.295250654,0.141046733,-0.117939934,2.286969185,0.114317864,-0.150329813,2.267946243,0.169977769,-0.235428795,2.492881536,0.210033238,-0.513943017,2.631572723,0.233247533,-0.815968931,2.838601828,0.26943332,-0.889742434,2.82829833,0.101384327,0.036621559,2.439094067,0.097981714,0.239736542,2.366638184,0.105931386,-0.074257642,2.266272783,0.115255594,-0.089154691,2.264530182,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.100929193,0.396990508,2.31363821,-0.085831217,0.222681701,2.364256382,-0.161236763,0.014900317,2.413578987,0.054801818,-0.092886128,2.313086987,0.101719871,-0.108840458,2.295911312,0.159323439,-0.130998641,2.27421236,0.040534291,-0.237377837,2.480223656,-0.013511995,-0.506856441,2.593992949,-0.02087431,-0.83039397,2.805510283,-0.013425742,-0.900917292,2.690706015,0.274273306,0.228776991,2.38635993,0.32815057,0.026382037,2.459084749,0.166188449,-0.102757238,2.295250654,0.141046733,-0.117939934,2.286969185,0.114317864,-0.150329813,2.267946243,0.169977769,-0.235428795,2.492881536,0.210033238,-0.513943017,2.631572723,0.233247533,-0.815968931,2.838601828,0.26943332,-0.889742434,2.82829833,0.101384327,0.036621559,2.439094067,0.097981714,0.239736542,2.366638184,0.105931386,-0.074257642,2.266272783,0.115255594,-0.089154691,2.264530182,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.10491468,0.397365302,2.313628674,-0.081237532,0.224092543,2.365645647,-0.156895325,0.016293647,2.416438818,0.055942774,-0.090518914,2.307591915,0.103254288,-0.108619221,2.29545927,0.159268603,-0.133138284,2.276775837,0.041945845,-0.236741245,2.481787205,-0.011973628,-0.506654859,2.595701933,-0.020912163,-0.830640614,2.805896044,-0.014328998,-0.901201725,2.691058874,0.278160036,0.22834444,2.38512373,0.331130117,0.02543067,2.458114624,0.166620299,-0.102242604,2.295725107,0.142918289,-0.119510144,2.287989855,0.116183072,-0.151729524,2.272181511,0.171170011,-0.23560223,2.492848873,0.210110173,-0.513967395,2.631641626,0.233752966,-0.815744281,2.838164091,0.268523455,-0.89001441,2.828335524,0.10414625,0.03692412,2.439507008,0.101867244,0.240137041,2.366794586,0.116961129,-0.072918802,2.271189213,0.117936946,-0.092921913,2.264112949,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.107638434,0.397576869,2.313703299,-0.077728219,0.225381538,2.367653847,-0.15138495,0.01668703,2.419184923,0.058852404,-0.091382816,2.30626297,0.104861073,-0.109137349,2.294585943,0.158816069,-0.133928806,2.273379803,0.043250363,-0.236473605,2.482582092,-0.0107279,-0.506755829,2.5973804,-0.021062972,-0.830545545,2.806202888,-0.015338867,-0.901130736,2.691323519,0.280606031,0.228225559,2.384424448,0.334315628,0.023949279,2.457354784,0.166981936,-0.100940332,2.295696259,0.143726245,-0.119033642,2.287910223,0.121787317,-0.149547219,2.264497757,0.172535092,-0.235804558,2.493211269,0.211066976,-0.515078366,2.633122683,0.233756587,-0.815760374,2.838177443,0.268784285,-0.889633477,2.829239368,0.106206886,0.0372505,2.440032959,0.104141988,0.240679592,2.367263317,0.114249706,-0.072450854,2.275550127,0.116089284,-0.090783209,2.264339924,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.107638434,0.397576869,2.313703299,-0.077728219,0.225381538,2.367653847,-0.15138495,0.01668703,2.419184923,0.058852404,-0.091382816,2.30626297,0.104861073,-0.109137349,2.294585943,0.158816069,-0.133928806,2.273379803,0.043250363,-0.236473605,2.482582092,-0.0107279,-0.506755829,2.5973804,-0.021062972,-0.830545545,2.806202888,-0.015338867,-0.901130736,2.691323519,0.280606031,0.228225559,2.384424448,0.334315628,0.023949279,2.457354784,0.166981936,-0.100940332,2.295696259,0.143726245,-0.119033642,2.287910223,0.121787317,-0.149547219,2.264497757,0.172535092,-0.235804558,2.493211269,0.211066976,-0.515078366,2.633122683,0.233756587,-0.815760374,2.838177443,0.268784285,-0.889633477,2.829239368,0.106206886,0.0372505,2.440032959,0.104141988,0.240679592,2.367263317,0.114249706,-0.072450854,2.275550127,0.116089284,-0.090783209,2.264339924,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.110926025,0.396987826,2.313910246,-0.075638659,0.226344317,2.368760824,-0.149954319,0.017046183,2.420138836,0.069709711,-0.084533028,2.321300507,0.089608163,-0.10811463,2.297910929,0.138010904,-0.140175506,2.261254549,0.044724599,-0.236099988,2.483578444,-0.010131022,-0.505894363,2.597776175,-0.020979458,-0.830506921,2.806442022,-0.015795894,-0.901093423,2.691526413,0.282461226,0.227889016,2.383949995,0.33830753,0.023959151,2.457311392,0.16431731,-0.093533315,2.297160149,0.148570612,-0.117041141,2.288872004,0.125407323,-0.144178286,2.257319689,0.173733652,-0.235946998,2.493099213,0.209682599,-0.477841407,2.603522778,0.234575853,-0.819039464,2.840368986,0.271541029,-0.892242074,2.830613136,0.108526126,0.037403796,2.440628529,0.107071429,0.240849748,2.368078947,0.102992959,-0.077241242,2.264937639,0.131470248,-0.084099509,2.26633358,3744.087524,688.1695013,0
1.47863E+12,free_gestures,0.110926025,0.396987826,2.313910246,-0.075638659,0.226344317,2.368760824,-0.149954319,0.017046183,2.420138836,0.069709711,-0.084533028,2.321300507,0.089608163,-0.10811463,2.297910929,0.138010904,-0.140175506,2.261254549,0.044724599,-0.236099988,2.483578444,-0.010131022,-0.505894363,2.597776175,-0.020979458,-0.830506921,2.806442022,-0.015795894,-0.901093423,2.691526413,0.282461226,0.227889016,2.383949995,0.33830753,0.023959151,2.457311392,0.16431731,-0.093533315,2.297160149,0.148570612,-0.117041141,2.288872004,0.125407323,-0.144178286,2.257319689,0.173733652,-0.235946998,2.493099213,0.209682599,-0.477841407,2.603522778,0.234575853,-0.819039464,2.840368986,0.271541029,-0.892242074,2.830613136,0.108526126,0.037403796,2.440628529,0.107071429,0.240849748,2.368078947,0.102992959,-0.077241242,2.264937639,0.131470248,-0.084099509,2.26633358,3744.087524,688.1695013,0
