timestamp,classification,head.x,head.y,head.z,leftShoulder.x,leftShoulder.y,leftShoulder.z,leftElbow.x,leftElbow.y,leftElbow.z,leftWrist.x,leftWrist.y,leftWrist.z,leftHand.x,leftHand.y,leftHand.z,leftFingerTip.x,leftFingerTip.y,leftFingerTip.z,leftHip.x,leftHip.y,leftHip.z,leftKnee.x,leftKnee.y,leftKnee.z,leftAnkle.x,leftAnkle.y,leftAnkle.z,leftFoot.x,leftFoot.y,leftFoot.z,rightShoulder.x,rightShoulder.y,rightShoulder.z,rightElbow.x,rightElbow.y,rightElbow.z,rightWrist.x,rightWrist.y,rightWrist.z,rightHand.x,rightHand.y,rightHand.z,rightFingerTip.x,rightFingerTip.y,rightFingerTip.z,rightHip.x,rightHip.y,rightHip.z,rightKnee.x,rightKnee.y,rightKnee.z,rightAnkle.x,rightAnkle.y,rightAnkle.z,rightFoot.x,rightFoot.y,rightFoot.z,spine.x,spine.y,spine.z,shoulderCenter.x,shoulderCenter.y,shoulderCenter.z,leftThumb.x,leftThumb.y,leftThumb.z,rightThumb.x,rightThumb.y,rightThumb.z,ballX,ballY,labels
1.47863E+12,free_gestures,0.055555724,0.306832492,2.116852999,-0.129012957,0.145903304,2.179164648,-0.181890532,-0.087180823,2.262768984,-0.189864814,-0.312854081,2.30645752,-0.186738566,-0.378200322,2.308123112,-0.186781347,-0.434897423,2.303456783,-0.01626445,-0.331103265,2.304531336,-0.048099205,-0.640309453,2.449339628,-0.016526049,-0.905503988,2.604572296,-0.020341339,-0.974349678,2.490647316,0.228633642,0.137925655,2.166115522,0.267711878,-0.103042185,2.237107277,0.265695751,-0.322477072,2.264647961,0.257099986,-0.389947265,2.27696228,0.253106683,-0.45392853,2.274363518,0.114686191,-0.33183378,2.299157381,0.12385118,-0.615400076,2.424940586,0.115182765,-0.917194784,2.61797905,0.109577827,-0.985965788,2.504113913,0.05281708,-0.054241717,2.250413656,0.05432957,0.153036132,2.174311876,-0.14847897,-0.379229993,2.289466619,0.285799563,-0.407620728,2.246499777,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.055555724,0.306832492,2.116852999,-0.129012957,0.145903304,2.179164648,-0.181890532,-0.087180823,2.262768984,-0.189864814,-0.312854081,2.30645752,-0.186738566,-0.378200322,2.308123112,-0.186781347,-0.434897423,2.303456783,-0.01626445,-0.331103265,2.304531336,-0.048099205,-0.640309453,2.449339628,-0.016526049,-0.905503988,2.604572296,-0.020341339,-0.974349678,2.490647316,0.228633642,0.137925655,2.166115522,0.267711878,-0.103042185,2.237107277,0.265695751,-0.322477072,2.264647961,0.257099986,-0.389947265,2.27696228,0.253106683,-0.45392853,2.274363518,0.114686191,-0.33183378,2.299157381,0.12385118,-0.615400076,2.424940586,0.115182765,-0.917194784,2.61797905,0.109577827,-0.985965788,2.504113913,0.05281708,-0.054241717,2.250413656,0.05432957,0.153036132,2.174311876,-0.14847897,-0.379229993,2.289466619,0.285799563,-0.407620728,2.246499777,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.055617709,0.306319654,2.116279602,-0.129245222,0.144704431,2.17816782,-0.181973204,-0.088437423,2.261699438,-0.188378811,-0.313553989,2.302137613,-0.182187632,-0.37697351,2.305501938,-0.18521519,-0.435589015,2.30449295,-0.01586508,-0.331917673,2.303313971,-0.048082564,-0.639904201,2.44886446,-0.016530627,-0.905501485,2.604440451,-0.019956971,-0.974343419,2.490494251,0.228714645,0.137808725,2.166189909,0.268341303,-0.102059722,2.239722967,0.26699239,-0.319318771,2.269351721,0.260944307,-0.390619665,2.282638311,0.258153826,-0.453939557,2.276976585,0.114869677,-0.332050592,2.29910779,0.122145534,-0.623930693,2.431575537,0.114593469,-0.915721059,2.616726398,0.109384455,-0.984501243,2.502835035,0.052809682,-0.054539088,2.250031948,0.054193895,0.152861252,2.174030304,-0.144072026,-0.368867099,2.28621459,0.290759712,-0.389460087,2.263388872,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.055529717,0.305736661,2.115530252,-0.129321173,0.143061087,2.176253796,-0.181675136,-0.090342455,2.259373903,-0.187102839,-0.316687614,2.299175978,-0.182322413,-0.380618036,2.301513195,-0.184580669,-0.438539028,2.292887449,-0.015165954,-0.33250618,2.301870108,-0.046976849,-0.640246272,2.448581219,-0.016505267,-0.905524015,2.604317665,-0.019181559,-0.974376917,2.490353346,0.22902292,0.137656793,2.166494846,0.269079328,-0.101380415,2.241883039,0.270409375,-0.317374617,2.273840427,0.264269322,-0.383275002,2.28521347,0.264806867,-0.444772989,2.278419971,0.115227856,-0.332206339,2.299068689,0.122144282,-0.62072444,2.42937088,0.114510499,-0.915617287,2.616667747,0.110052958,-0.984410226,2.502757549,0.052803334,-0.054928832,2.249445438,0.053821687,0.152409166,2.173391342,-0.145017967,-0.374199808,2.283345938,0.295239121,-0.370972812,2.265217304,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.055529717,0.305736661,2.115530252,-0.129321173,0.143061087,2.176253796,-0.181675136,-0.090342455,2.259373903,-0.187102839,-0.316687614,2.299175978,-0.182322413,-0.380618036,2.301513195,-0.184580669,-0.438539028,2.292887449,-0.015165954,-0.33250618,2.301870108,-0.046976849,-0.640246272,2.448581219,-0.016505267,-0.905524015,2.604317665,-0.019181559,-0.974376917,2.490353346,0.22902292,0.137656793,2.166494846,0.269079328,-0.101380415,2.241883039,0.270409375,-0.317374617,2.273840427,0.264269322,-0.383275002,2.28521347,0.264806867,-0.444772989,2.278419971,0.115227856,-0.332206339,2.299068689,0.122144282,-0.62072444,2.42937088,0.114510499,-0.915617287,2.616667747,0.110052958,-0.984410226,2.502757549,0.052803334,-0.054928832,2.249445438,0.053821687,0.152409166,2.173391342,-0.145017967,-0.374199808,2.283345938,0.295239121,-0.370972812,2.265217304,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.05611736,0.305280268,2.114721298,-0.128841311,0.142522305,2.173923969,-0.181383446,-0.091175243,2.256300926,-0.186459467,-0.315489709,2.293441534,-0.182678118,-0.38109532,2.295615911,-0.187178671,-0.441658616,2.295235872,-0.014443574,-0.332881421,2.300874233,-0.046918403,-0.63975662,2.44739151,-0.016490329,-0.905469954,2.604199409,-0.018385751,-0.974344671,2.490233421,0.229296401,0.137597293,2.166743755,0.269768059,-0.100151345,2.245034218,0.275026023,-0.320203811,2.279526949,0.268593907,-0.38488549,2.288345098,0.26610443,-0.445141524,2.283860922,0.115851581,-0.332436204,2.299269915,0.121912673,-0.624179542,2.432322264,0.114620626,-0.916117072,2.616978407,0.110942908,-0.984926999,2.503068447,0.053173181,-0.055343397,2.248836517,0.054030195,0.15191634,2.172586918,-0.14127095,-0.372236192,2.277111053,0.300268799,-0.378876805,2.267200232,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.056164175,0.30496195,2.113991737,-0.1292613,0.141503856,2.172300816,-0.181157529,-0.092992485,2.253205776,-0.185557082,-0.314942449,2.288898945,-0.180927992,-0.378456801,2.29043746,-0.188199311,-0.438426554,2.286719322,-0.013560306,-0.333618999,2.299065828,-0.047054954,-0.638133824,2.444134235,-0.016480826,-0.90546155,2.604195595,-0.017770285,-0.97433424,2.490214109,0.229495972,0.137643978,2.166942358,0.270948023,-0.098918431,2.247565031,0.276483268,-0.320725441,2.281457901,0.271891117,-0.38566342,2.286743164,0.26585868,-0.444735557,2.281784058,0.116467074,-0.332612664,2.299247265,0.121477112,-0.626240313,2.43388772,0.114718355,-0.916074753,2.616910696,0.111645356,-0.984882772,2.502985001,0.053318694,-0.055639606,2.248168945,0.053855762,0.151703835,2.171966076,-0.143434107,-0.376975417,2.274666548,0.304966927,-0.380109966,2.262863636,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.056164175,0.30496195,2.113991737,-0.1292613,0.141503856,2.172300816,-0.181157529,-0.092992485,2.253205776,-0.185557082,-0.314942449,2.288898945,-0.180927992,-0.378456801,2.29043746,-0.188199311,-0.438426554,2.286719322,-0.013560306,-0.333618999,2.299065828,-0.047054954,-0.638133824,2.444134235,-0.016480826,-0.90546155,2.604195595,-0.017770285,-0.97433424,2.490214109,0.229495972,0.137643978,2.166942358,0.270948023,-0.098918431,2.247565031,0.276483268,-0.320725441,2.281457901,0.271891117,-0.38566342,2.286743164,0.26585868,-0.444735557,2.281784058,0.116467074,-0.332612664,2.299247265,0.121477112,-0.626240313,2.43388772,0.114718355,-0.916074753,2.616910696,0.111645356,-0.984882772,2.502985001,0.053318694,-0.055639606,2.248168945,0.053855762,0.151703835,2.171966076,-0.143434107,-0.376975417,2.274666548,0.304966927,-0.380109966,2.262863636,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.056390394,0.304309785,2.113483667,-0.129092082,0.141129076,2.170055866,-0.181070119,-0.093842246,2.249843121,-0.184721425,-0.317534685,2.284216881,-0.179284722,-0.382570237,2.284790516,-0.185812861,-0.44420436,2.284477711,-0.012032473,-0.334017336,2.297413826,-0.04530935,-0.639366329,2.444321871,-0.016445743,-0.905474663,2.604189157,-0.01658741,-0.974330604,2.490177393,0.23033379,0.137821242,2.168507576,0.272204965,-0.09808962,2.250422239,0.279461682,-0.321272999,2.283241987,0.27412346,-0.385148615,2.287242651,0.268285215,-0.445939273,2.285820723,0.117631018,-0.332830876,2.299135208,0.121292844,-0.626614571,2.434553146,0.114808917,-0.916148484,2.617077589,0.112883069,-0.984939754,2.503121853,0.053697556,-0.055993609,2.247671604,0.053850222,0.151390865,2.17168498,-0.143947005,-0.387040138,2.265900135,0.310152739,-0.384563267,2.266357422,1052.173462,2236.731784,0
1.47863E+12,free_gestures,0.056390394,0.304309785,2.113483667,-0.129092082,0.141129076,2.170055866,-0.181070119,-0.093842246,2.249843121,-0.184721425,-0.317534685,2.284216881,-0.179284722,-0.382570237,2.284790516,-0.185812861,-0.44420436,2.284477711,-0.012032473,-0.334017336,2.297413826,-0.04530935,-0.639366329,2.444321871,-0.016445743,-0.905474663,2.604189157,-0.01658741,-0.974330604,2.490177393,0.23033379,0.137821242,2.168507576,0.272204965,-0.09808962,2.250422239,0.279461682,-0.321272999,2.283241987,0.27412346,-0.385148615,2.287242651,0.268285215,-0.445939273,2.285820723,0.117631018,-0.332830876,2.299135208,0.121292844,-0.626614571,2.434553146,0.114808917,-0.916148484,2.617077589,0.112883069,-0.984939754,2.503121853,0.053697556,-0.055993609,2.247671604,0.053850222,0.151390865,2.17168498,-0.143947005,-0.387040138,2.265900135,0.310152739,-0.384563267,2.266357422,1052.173462,2236.731784,0
